Ticker,Sector,Template,Score,View,Conclusion
PCG,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PDT,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PEG,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PGC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PGD,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PGS,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PGV,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PIC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PJC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PJS,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PMG,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PMW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PND,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
POB,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
POV,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
POW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PPC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PPT,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PPY,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PSH,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PTH,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PTX,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PVG,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PWS,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
QNW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
QPH,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
QTP,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
REE,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
S4A,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SBA,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SBH,Tiện ích Cộng đồng,Điện & tiện ích,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SBM,Tiện ích Cộng đồng,Điện & tiện ích,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SEB,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SFC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SHP,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SII,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SJD,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SMA,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SP2,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
STW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SVH,Tiện ích Cộng đồng,Điện & tiện ích,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TAW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TBC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TBW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TDB,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TDG,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TDM,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TDW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
THN,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
THW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TLP,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TMC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TMP,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TNW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TOW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TQW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TTA,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TTE,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TVW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
UIC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
UPC,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VAV,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VCP,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VCW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VLW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VMG,Tiện ích Cộng đồng,Điện & tiện ích,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VPD,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VPW,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VSH,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VWS,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
XMP,Tiện ích Cộng đồng,Điện & tiện ích,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
AAV,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ABI,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ABW,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
AGG,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
AGR,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
AIC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
AMD,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
API,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
APS,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ART,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BCG,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BCM,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BHI,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BIC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BII,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BLI,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BMI,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BMS,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BSC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BVH,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BVL,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
C21,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CCL,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CCS,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CEO,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CK8,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CKG,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CLG,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CNT,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CRE,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CRV,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CSI,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
D11,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
D2D,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DCH,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DCV,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DIG,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DIH,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DRH,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DSC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DSE,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DTA,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DTD,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DXG,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DXS,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EFI,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EVF,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
F88,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FCC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FDC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FIR,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FLC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAR,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HBS,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HCM,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HD2,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HD6,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HD8,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HDC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HDG,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HLD,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HPI,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HPX,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HQC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HRB,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HTN,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HU6,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HVA,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IBC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IDC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IDJ,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IDV,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IJC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ITA,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ITC,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IVS,Tài chính,Doanh nghiệp phi tài chính,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
